"p.value"	"enrichment"	"gene.table"
"1"	0.535806337681947	0.997446450843895	"AT1G02460"
"2"	0.535806337681947	0.997446450843895	"AT1G15310"
"3"	0.535806337681947	0.997446450843895	"AT1G18470"
"4"	0.535806337681947	0.997446450843895	"AT1G20930"
"5"	0.535806337681947	0.997446450843895	"AT1G21730"
"6"	0.535806337681947	0.997446450843895	"AT2G17250"
"7"	0.535806337681947	0.997446450843895	"AT2G34090"
"8"	0.535806337681947	0.997446450843895	"AT2G34570"
"9"	0.535806337681947	0.997446450843895	"AT3G06980"
"10"	0.535806337681947	0.997446450843895	"AT3G07630"
"11"	0.535806337681947	0.997446450843895	"AT3G17830"
"12"	0.535806337681947	0.997446450843895	"AT3G27300"
"13"	0.535806337681947	0.997446450843895	"AT3G47530"
"14"	0.535806337681947	0.997446450843895	"AT3G54790"
"15"	0.535806337681947	0.997446450843895	"AT3G59870"
"16"	0.535806337681947	0.997446450843895	"AT3G61360"
"17"	0.535806337681947	0.997446450843895	"AT4G02550"
"18"	0.535806337681947	0.997446450843895	"AT4G15955"
"19"	0.535806337681947	0.997446450843895	"AT4G25970"
"20"	0.535806337681947	0.997446450843895	"AT5G02820"
"21"	0.535806337681947	0.997446450843895	"AT5G18440"
"22"	0.535806337681947	0.997446450843895	"AT5G48310"
"23"	0.535806337681947	0.997446450843895	"AT5G58960"
