"p.value"	"enrichment"	"gene.table"
"1"	4.80166017842983e-31	14.9501845061319	"AT1G03900"
"2"	4.80166017842983e-31	14.9501845061319	"AT1G05570"
"3"	4.80166017842983e-31	14.9501845061319	"AT1G20840"
"4"	4.80166017842983e-31	14.9501845061319	"AT1G27450"
"5"	4.80166017842983e-31	14.9501845061319	"AT1G30640"
"6"	4.80166017842983e-31	14.9501845061319	"AT1G60440"
"7"	4.80166017842983e-31	14.9501845061319	"AT1G61360"
"8"	4.80166017842983e-31	14.9501845061319	"AT1G61420"
"9"	4.80166017842983e-31	14.9501845061319	"AT1G64330"
"10"	4.80166017842983e-31	14.9501845061319	"AT1G67720"
"11"	4.80166017842983e-31	14.9501845061319	"AT1G69840"
"12"	4.80166017842983e-31	14.9501845061319	"AT2G13650"
"13"	4.80166017842983e-31	14.9501845061319	"AT2G20950"
"14"	4.80166017842983e-31	14.9501845061319	"AT2G22660"
"15"	4.80166017842983e-31	14.9501845061319	"AT2G28085"
"16"	4.80166017842983e-31	14.9501845061319	"AT2G40140"
"17"	4.80166017842983e-31	14.9501845061319	"AT3G19930"
"18"	4.80166017842983e-31	14.9501845061319	"AT3G21790"
"19"	4.80166017842983e-31	14.9501845061319	"AT3G27380"
"20"	4.80166017842983e-31	14.9501845061319	"AT3G27560"
"21"	4.80166017842983e-31	14.9501845061319	"AT3G47930"
"22"	4.80166017842983e-31	14.9501845061319	"AT3G60450"
"23"	4.80166017842983e-31	14.9501845061319	"AT4G00040"
"24"	4.80166017842983e-31	14.9501845061319	"AT4G00330"
"25"	4.80166017842983e-31	14.9501845061319	"AT4G11830"
"26"	4.80166017842983e-31	14.9501845061319	"AT4G20270"
"27"	4.80166017842983e-31	14.9501845061319	"AT4G30350"
"28"	4.80166017842983e-31	14.9501845061319	"AT4G33430"
"29"	4.80166017842983e-31	14.9501845061319	"AT5G01650"
"30"	4.80166017842983e-31	14.9501845061319	"AT5G03730"
"31"	4.80166017842983e-31	14.9501845061319	"AT5G04710"
"32"	4.80166017842983e-31	14.9501845061319	"AT5G09800"
"33"	4.80166017842983e-31	14.9501845061319	"AT5G49680"
"34"	4.80166017842983e-31	14.9501845061319	"AT5G56870"
"35"	4.80166017842983e-31	14.9501845061319	"AT5G57830"
"36"	4.80166017842983e-31	14.9501845061319	"AT5G67490"
