"p.value"	"enrichment"	"gene.table"
"1"	0.953944303534789	0.732234020878835	"AT1G08800"
"2"	0.953944303534789	0.732234020878835	"AT1G50460"
"3"	0.953944303534789	0.732234020878835	"AT1G56500"
"4"	0.953944303534789	0.732234020878835	"AT1G71040"
"5"	0.953944303534789	0.732234020878835	"AT1G76570"
"6"	0.953944303534789	0.732234020878835	"AT2G17880"
"7"	0.953944303534789	0.732234020878835	"AT2G24540"
"8"	0.953944303534789	0.732234020878835	"AT2G30470"
"9"	0.953944303534789	0.732234020878835	"AT2G35690"
"10"	0.953944303534789	0.732234020878835	"AT2G43680"
"11"	0.953944303534789	0.732234020878835	"AT3G02170"
"12"	0.953944303534789	0.732234020878835	"AT3G19100"
"13"	0.953944303534789	0.732234020878835	"AT3G19570"
"14"	0.953944303534789	0.732234020878835	"AT3G19910"
"15"	0.953944303534789	0.732234020878835	"AT3G55580"
"16"	0.953944303534789	0.732234020878835	"AT4G00750"
"17"	0.953944303534789	0.732234020878835	"AT4G16110"
"18"	0.953944303534789	0.732234020878835	"AT4G16480"
"19"	0.953944303534789	0.732234020878835	"AT4G24760"
"20"	0.953944303534789	0.732234020878835	"AT4G36860"
"21"	0.953944303534789	0.732234020878835	"AT5G09320"
"22"	0.953944303534789	0.732234020878835	"AT5G42820"
