"p.value"	"enrichment"	"gene.table"
"1"	0.575102095774303	0.976007691171415	"AT1G08800"
"2"	0.575102095774303	0.976007691171415	"AT2G17880"
"3"	0.575102095774303	0.976007691171415	"AT2G35690"
"4"	0.575102095774303	0.976007691171415	"AT2G43680"
"5"	0.575102095774303	0.976007691171415	"AT3G02170"
"6"	0.575102095774303	0.976007691171415	"AT3G19570"
"7"	0.575102095774303	0.976007691171415	"AT3G55580"
"8"	0.575102095774303	0.976007691171415	"AT4G00750"
"9"	0.575102095774303	0.976007691171415	"AT4G16110"
"10"	0.575102095774303	0.976007691171415	"AT4G16480"
"11"	0.575102095774303	0.976007691171415	"AT4G36860"
