"p.value"	"enrichment"	"gene.table"
"1"	4.22792502559687e-12	17.9978805211561	"AT1G24030"
"2"	4.22792502559687e-12	17.9978805211561	"AT1G66940"
"3"	4.22792502559687e-12	17.9978805211561	"AT1G67840"
"4"	4.22792502559687e-12	17.9978805211561	"AT1G77660"
"5"	4.22792502559687e-12	17.9978805211561	"AT2G17710"
"6"	4.22792502559687e-12	17.9978805211561	"AT2G37950"
"7"	4.22792502559687e-12	17.9978805211561	"AT2G39340"
"8"	4.22792502559687e-12	17.9978805211561	"AT4G01800"
"9"	4.22792502559687e-12	17.9978805211561	"AT4G10060"
"10"	4.22792502559687e-12	17.9978805211561	"AT4G19500"
"11"	4.22792502559687e-12	17.9978805211561	"AT5G41940"
"12"	4.22792502559687e-12	17.9978805211561	"AT5G53460"
